time,open,high,low,close,tick_volume,spread,real_volume
1596931200,2026.31,2049.85,1862.58,1943.57,817324,5,0
1597536000,1944.91,2015.57,1911.26,1938.98,775202,5,0
1598140800,1936.69,1976.53,1902.64,1964.34,705580,5,0
1598745600,1969.07,1992.29,1916.27,1933.09,570314,5,0
1599350400,1932.07,1966.53,1906.54,1940.48,529052,5,0
1599955200,1937.74,1973.64,1932.87,1950.42,530702,5,0
1600560000,1949.75,1955.62,1848.75,1860.14,777984,5,0
1601164800,1862.9,1917.1,1848.93,1900.58,608639,5,0
1601769600,1903.47,1930.41,1872.94,1929.87,477161,5,0
1602374400,1926.89,1933.18,1882.46,1898.76,455477,5,0
1602979200,1899.71,1931.36,1894.29,1901.41,405271,5,0
1603584000,1901.37,1911.42,1859.92,1878.37,467051,5,0
1604188800,1879.27,1960.29,1873.41,1951.81,580032,5,0
1604793600,1957.18,1965.46,1850.52,1889.28,635034,5,0
1605398400,1887.89,1899.01,1852.69,1870.9,456753,5,0
1606003200,1870.86,1876.14,1774.33,1786.76,411687,5,0
1606608000,1789.31,1848.17,1764.38,1838.6,427513,5,0
1607212800,1836.86,1875.28,1821.99,1839.91,422287,5,0
1607817600,1837.07,1896.19,1818.34,1880.55,426650,5,0
1608422400,1882.51,1906.7,1854.99,1879.3,389110,5,0
1609027200,1888.4,1900.38,1869.12,1893.68,288714,5,0
1609632000,1909.07,1959.29,1828.27,1849.04,610672,5,0
1610236800,1854.74,1863.8,1817.0,1827.65,542639,5,0
1610841600,1828.39,1875.01,1810.29,1854.67,575815,5,0
1611446400,1858.02,1875.69,1831.35,1847.59,755117,5,0
1612051200,1855.57,1871.78,1784.9,1813.4,814822,5,0
1612656000,1817.35,1855.31,1807.77,1824.17,600490,5,0
1613260800,1824.88,1827.02,1760.64,1783.05,683202,5,0
1613865600,1786.78,1816.01,1717.18,1733.84,968129,5,0
1614470400,1737.79,1759.89,1687.28,1700.76,955719,5,0
1615075200,1706.24,1739.82,1676.82,1726.92,787385,5,0
1615680000,1728.56,1755.46,1719.25,1745.14,695664,5,0
1616284800,1743.8,1745.43,1721.63,1732.7,605314,5,0
1616889600,1731.17,1732.84,1677.86,1729.49,491085,5,0
1617494400,1728.66,1758.66,1721.25,1743.46,513577,5,0
1618099200,1742.71,1783.79,1723.7,1776.67,542195,5,0
1618704000,1775.67,1797.88,1763.53,1776.48,532590,5,0
1619308800,1775.48,1789.98,1756.19,1768.97,494178,0,0
1619913600,1766.81,1843.3,1766.04,1830.85,521847,0,0
1620518400,1833.04,1845.93,1808.77,1842.56,606858,0,0
1621123200,1843.52,1890.09,1843.52,1881.74,643808,0,0
1621728000,1881.41,1912.74,1872.71,1903.18,629466,0,0
1622332800,1903.74,1916.58,1855.5,1891.51,558035,0,0
1622937600,1890.19,1903.67,1869.84,1876.16,552311,0,0
1623542400,1876.07,1877.62,1760.91,1764.52,647683,0,0
1624147200,1768.64,1794.95,1766.4,1781.11,579197,0,0
1624752000,1781.24,1795.04,1750.69,1787.33,403970,0,0
1625356800,1787.11,1818.33,1784.47,1808.04,394497,0,0
1625961600,1807.97,1834.07,1791.65,1811.51,392692,0,0
1626566400,1811.29,1824.92,1789.63,1801.93,491730,5,0
1627171200,1802.26,1832.62,1792.36,1814.28,441246,5,0
1627776000,1814.6,1831.65,1758.65,1763.18,407972,5,0
1628380800,1761.08,1779.79,1683.2,1779.7,454624,5,0
1628985600,1779.08,1795.46,1770.8,1780.94,422838,5,0
1629590400,1781.52,1819.09,1776.44,1817.85,361756,5,0
1630195200,1818.18,1833.95,1801.71,1827.59,300668,5,0
1630800000,1828.29,1830.24,1782.43,1787.81,298632,5,0
1631404800,1787.35,1808.58,1745.24,1753.92,379670,5,0
1632009600,1754.22,1787.21,1737.43,1749.72,435999,5,0
1632614400,1749.81,1764.28,1721.65,1760.15,493413,5,0
1633219200,1760.79,1781.27,1745.95,1757.1,443992,5,0
1633824000,1756.97,1800.57,1750.18,1767.42,433860,5,0
1634428800,1767.18,1813.79,1760.31,1792.67,498233,5,0
1635033600,1792.93,1810.38,1771.98,1782.98,513052,5,0
1635638400,1783.36,1818.27,1758.07,1817.84,451828,5,0
1636243200,1815.69,1868.61,1812.46,1864.35,439003,5,0
1636848000,1866.79,1877.23,1843.0,1845.7,440565,5,0
1637452800,1842.19,1849.15,1778.54,1790.86,467371,5,0
1638057600,1788.53,1808.74,1761.97,1783.88,539910,5,0
1638662400,1782.0,1793.15,1770.1,1782.82,428326,5,0
1639267200,1782.77,1814.28,1752.34,1797.98,445803,5,0
1639872000,1800.31,1810.63,1785.0,1807.76,318935,5,0
1640476800,1805.97,1828.57,1789.47,1828.27,336703,5,0
1641081600,1830.63,1831.82,1782.64,1796.3,481942,5,0
1641686400,1794.95,1829.18,1790.36,1817.54,472665,5,0
1642291200,1817.35,1847.92,1805.79,1834.63,519032,5,0
1642896000,1832.9,1853.9,1780.3,1791.58,625250,5,0
1643500800,1788.96,1814.88,1785.57,1807.84,497346,5,0
1644105600,1808.53,1865.45,1807.84,1858.98,534603,5,0
1644710400,1855.86,1902.51,1844.49,1897.34,607854,5,0
1645315200,1902.54,1974.52,1878.0,1888.25,678617,5,0
1645920000,1919.79,1970.19,1890.86,1969.74,685253,5,0
1646524800,1980.67,2070.3,1958.56,1985.22,781215,5,0
1647129600,1979.73,1983.64,1895.01,1920.74,441926,5,0
1647734400,1925.11,1966.2,1910.67,1957.24,441700,5,0
1648339200,1955.63,1958.52,1890.02,1924.09,567359,5,0
1648944000,1924.07,1948.25,1915.15,1946.4,502455,5,0
1649548800,1947.6,1981.59,1940.0,1973.19,437866,5,0
1650153600,1972.39,1998.43,1926.68,1931.91,612405,5,0
1650758400,1932.72,1934.26,1872.04,1896.42,676261,0,0
1651363200,1899.29,1909.77,1850.38,1882.37,611819,0,0
1651968000,1883.46,1885.59,1799.06,1811.66,684357,0,0
1652572800,1814.33,1849.44,1786.84,1845.71,520936,0,0
1653177600,1847.95,1869.67,1840.78,1852.98,400091,0,0
1653782400,1852.24,1874.09,1828.5,1851.16,359516,0,0
1654387200,1850.56,1876.0,1825.13,1871.57,394999,0,0
1654992000,1878.2,1878.78,1805.17,1840.39,642739,0,0
1655596800,1835.91,1847.93,1816.92,1827.42,445696,0,0
1656201600,1835.82,1841.03,1784.45,1808.53,481796,0,0
1656806400,1809.72,1814.26,1732.25,1742.35,484173,0,0
1657411200,1740.87,1745.42,1697.61,1707.11,575828,0,0
1658016000,1706.88,1739.31,1680.84,1726.93,515182,0,0
1658620800,1725.62,1767.93,1711.52,1766.02,545379,0,0
1659225600,1765.17,1794.95,1754.34,1775.31,529151,0,0
1659830400,1772.85,1807.87,1771.19,1801.8,486232,6,0
1660435200,1801.03,1801.76,1745.54,1747.01,515637,6,0
1661040000,1745.61,1765.5,1727.77,1738.35,535934,5,0
1661644800,1734.51,1745.52,1688.8,1711.89,582105,5,0
1662249600,1711.46,1729.41,1691.27,1717.57,556618,5,0
1662854400,1718.12,1735.13,1654.16,1675.56,602612,5,0
1663459200,1674.25,1688.03,1639.75,1645.09,651823,5,0
1664064000,1643.17,1675.36,1614.81,1660.83,789555,10,0
1664668800,1664.3,1729.49,1659.72,1694.63,689127,4,0
1665273600,1696.02,1699.81,1640.19,1644.49,706440,2,0
1665878400,1646.04,1668.46,1617.29,1657.03,705834,4,0
1666483200,1659.8,1674.93,1638.05,1645.16,764290,1,0
1667088000,1643.28,1681.72,1616.72,1680.61,715280,4,0
1667692800,1675.29,1772.45,1664.71,1769.86,712821,4,0
1668297600,1763.65,1786.57,1747.55,1750.14,804909,4,0
1668902400,1751.45,1761.24,1727.31,1756.1,601466,4,0
1669507200,1753.12,1804.52,1739.63,1798.56,804208,4,0
1670112000,1795.03,1810.01,1765.85,1796.8,704814,4,0
1670716800,1796.13,1824.52,1773.75,1793.01,768097,0,0
1671321600,1792.25,1823.84,1783.79,1795.73,681022,1,0
1671926400,1800.6,1833.63,1797.04,1819.17,409544,1,0
1672531200,1827.53,1869.87,1823.52,1866.44,589526,0,0
1673136000,1866.3,1921.89,1866.28,1920.53,720454,3,0
1673740800,1921.91,1937.54,1896.59,1926.72,702007,1,0
1674345600,1924.21,1949.09,1911.4,1928.41,696337,3,0
1674950400,1926.75,1959.68,1861.44,1865.75,846145,3,0
1675555200,1864.25,1890.31,1852.8,1865.22,695938,1,0
1676160000,1863.96,1870.66,1818.9,1841.86,650537,3,0
1676764800,1841.2,1847.48,1808.93,1811.11,588202,4,0
1677369600,1811.96,1856.32,1804.69,1854.66,582930,4,0
1677974400,1853.73,1870.18,1809.41,1867.28,683916,0,0
1678579200,1893.72,1987.76,1871.55,1986.28,1026961,0,0
1679184000,1985.88,2009.8,1934.28,1977.61,889054,0,0
1679788800,1976.25,1987.63,1944.04,1969.3,609956,2,0
1680393600,1966.26,2032.26,1949.76,2007.52,548237,3,0
1680998400,1997.88,2048.67,1981.72,2004.58,718782,1,0
1681603200,2001.0,2015.05,1969.18,1982.66,732076,0,0
1682208000,1982.23,2009.43,1974.13,1989.66,823378,2,0
1682812800,1989.84,2062.9,1977.09,2015.83,862210,1,0
1683417600,2016.14,2048.18,2000.89,2010.78,721492,1,0
1684022400,2008.45,2022.21,1951.98,1977.55,626337,3,0
1684627200,1978.08,1985.29,1936.76,1946.46,636782,2,0
1685232000,1942.99,1983.48,1932.05,1948.17,567925,0,0
1685836800,1947.43,1973.1,1938.13,1960.53,576500,4,0
1686441600,1959.61,1971.13,1925.89,1957.26,634742,4,0
1687046400,1958.32,1958.76,1909.99,1921.25,536960,0,0
1687651200,1922.83,1933.36,1892.95,1918.99,709454,1,0
1688256000,1918.54,1935.05,1902.59,1925.04,624661,2,0
1688860800,1925.1,1963.78,1912.69,1958.62,778225,3,0
1689465600,1954.83,1987.43,1945.77,1961.84,710621,2,0
1690070400,1962.15,1982.23,1942.57,1959.0,730111,1,0
1690675200,1959.69,1972.39,1925.53,1942.65,674890,1,0
1691280000,1942.32,1946.72,1910.77,1913.66,563535,2,0
1691884800,1913.77,1916.24,1885.04,1889.58,617418,0,0
1692489600,1889.27,1923.4,1884.81,1913.87,623118,0,0
1693094400,1915.66,1953.02,1912.77,1939.86,576286,0,0
1693699200,1940.03,1946.28,1915.31,1918.99,479377,3,0
1694304000,1919.64,1930.77,1901.02,1923.62,606405,0,0
1694908800,1923.91,1947.42,1913.9,1925.07,564020,2,0
1695513600,1926.04,1927.22,1846.33,1848.99,597803,0,0
1696118400,1847.39,1848.93,1810.47,1831.49,892013,2,0
1696723200,1854.3,1930.79,1844.23,1929.6,957429,2,0
1697328000,1927.12,1997.21,1908.2,1980.3,917461,2,0
1697932800,1974.01,2009.47,1953.49,2005.58,875425,4,0
1698537600,2003.35,2007.93,1969.88,1992.36,864289,3,0
1699142400,1991.44,1993.16,1933.06,1937.78,789669,4,0
1699747200,1940.52,1993.36,1931.6,1980.16,674725,5,0
1700352000,1977.45,2007.53,1965.4,2002.33,549993,5,0
1700956800,2000.89,2075.36,2000.38,2071.35,393543,5,0
1701561600,2074.03,2134.57,1994.58,2003.89,352789,5,0
1702166400,2005.55,2047.9,1973.0,2018.39,581590,5,0
1702771200,2019.59,2070.7,2015.86,2053.08,1631195,8,0
1703376000,2058.03,2088.51,2053.39,2062.47,1135837,16,0
1703980800,2064.98,2078.99,2024.34,2045.06,1621945,11,0
1704585600,2044.75,2062.33,2013.16,2048.76,2265510,10,0
1705190400,2048.46,2058.66,2001.68,2029.33,2121869,10,0
1705795200,2028.53,2037.98,2009.47,2018.34,2206721,15,0
1706400000,2023.75,2065.54,2019.18,2039.44,2246803,7,0
1707004800,2041.8,2044.64,2014.76,2023.79,1021296,16,0
1707609600,2026.07,2031.91,1984.03,2013.58,711349,11,0
1708214400,2012.06,2041.39,2011.38,2035.69,670057,15,0
1708819200,2033.22,2088.38,2024.38,2083.31,707081,12,0
1709424000,2082.62,2195.22,2079.37,2178.5,817137,12,0
1710028800,2179.67,2189.03,2150.5,2156.08,422392,5,0
1710633600,2154.24,2222.65,2146.08,2165.52,345483,5,0
1711238400,2167.75,2236.18,2163.5,2232.62,277748,5,0
1711843200,2240.87,2288.24,2228.51,2280.38,177197,5,0
